Event Name,Event Type,Qualification,Match Name,Start Time,Team Score,Opponent Score,Winning Margin,Normalised Winning Margin,Verdict,Team Alliance,Winning Alliance,Red Team 1,Red Team 2,Blue Team 1,Blue Team 2
Beavercreek Robotics League: VEX V5 Robotics Competition High Stakes,Other,None,Qualifier #2,2024-10-17T18:38:00-04:00,11,9,2,0.1,W,red,red,45434V,45434S,45434X,45434Y
Beavercreek Robotics League: VEX V5 Robotics Competition High Stakes,Other,None,Qualifier #5,2024-10-17T19:02:00-04:00,28,30,-2,-0.034482758620689655,L,blue,red,45434Y,45434M,45434S,45434H
Beavercreek Robotics League: VEX V5 Robotics Competition High Stakes,Other,None,Qualifier #6,2024-10-17T19:10:00-04:00,9,24,-15,-0.45454545454545453,L,blue,red,45133E,45133J,45434S,45434V
Beavercreek Robotics League: VEX V5 Robotics Competition High Stakes,Other,None,Qualifier #10,2024-10-17T19:42:00-04:00,18,31,-13,-0.2653061224489796,L,blue,red,45133E,45434X,45434R,45434S
The Kennedy Group High School Robotics Tournament: VEX V5 Robotics Competition High Stakes,Other,None,Qualifier #5,2024-11-09T10:00:59-05:00,23,27,-4,-0.08,L,blue,red,45434H,6008H,45434S,7316F
The Kennedy Group High School Robotics Tournament: VEX V5 Robotics Competition High Stakes,Other,None,Qualifier #19,2024-11-09T10:46:22-05:00,25,12,13,0.35135135135135137,W,red,red,7316D,45434S,91775A,11124W
The Kennedy Group High School Robotics Tournament: VEX V5 Robotics Competition High Stakes,Other,None,Qualifier #39,2024-11-09T12:22:55-05:00,14,32,-18,-0.391304347826087,L,blue,red,6403A,2011K,45434S,6978W
The Kennedy Group High School Robotics Tournament: VEX V5 Robotics Competition High Stakes,Other,None,Qualifier #67,2024-11-09T13:51:39-05:00,33,6,27,0.6923076923076923,W,blue,blue,23037D,62007A,6008A,45434S
The Kennedy Group High School Robotics Tournament: VEX V5 Robotics Competition High Stakes,Other,None,Qualifier #77,2024-11-09T14:22:08-05:00,23,23,0,0.0,D,red,Tie,45434S,23037A,91142A,6008X
The Kennedy Group High School Robotics Tournament: VEX V5 Robotics Competition High Stakes,Other,None,Qualifier #99,2024-11-09T15:31:34-05:00,20,37,-17,-0.2982456140350877,L,red,blue,60883B,45434S,11124P,2011J
The Kennedy Group High School Robotics Tournament: VEX V5 Robotics Competition High Stakes,Other,None,R16 #6-1,2024-11-09T17:07:26-05:00,10,30,-20,-0.5,L,blue,red,6008G,6008D,91775C,45434S
Beavercreek Robotics League: VEX V5 Robotics Competition High Stakes,Other,None,Qualifier #2,2024-11-21T18:55:11-05:00,6,3,3,0.3333333333333333,W,red,red,45434N,45434S,45432A,45432R
Beavercreek Robotics League: VEX V5 Robotics Competition High Stakes,Other,None,Qualifier #4,2024-11-21T19:19:27-05:00,21,33,-12,-0.2222222222222222,L,blue,red,45434Y,45434H,45434S,45434W
Beavercreek Robotics League: VEX V5 Robotics Competition High Stakes,Other,None,Qualifier #7,2024-11-21T19:43:34-05:00,6,3,3,0.3333333333333333,W,red,red,45432X,45434S,45432R,45434E
Beavercreek Robotics League: VEX V5 Robotics Competition High Stakes,Other,None,Qualifier #10,2024-11-21T20:08:52-05:00,18,34,-16,-0.3076923076923077,L,red,blue,45434V,45434S,45432X,45434W
Highland County Classic: VEX V5 Robotics Competition High Stakes,Other,None,Qualifier #7,2024-12-07T10:02:16-05:00,7,38,-31,-0.6888888888888889,L,blue,red,7865B,45133F,45434S,7865G
Highland County Classic: VEX V5 Robotics Competition High Stakes,Other,None,Qualifier #11,2024-12-07T10:23:42-05:00,28,10,18,0.47368421052631576,W,red,red,45135C,45434S,14323K,8823M
Highland County Classic: VEX V5 Robotics Competition High Stakes,Other,None,Qualifier #20,2024-12-07T11:01:43-05:00,13,22,-9,-0.2571428571428571,L,blue,red,45133K,8823U,45434S,7865A
Highland County Classic: VEX V5 Robotics Competition High Stakes,Other,None,Qualifier #31,2024-12-07T11:43:21-05:00,25,13,12,0.3157894736842105,W,red,red,45434S,14246D,14246C,45434V
Highland County Classic: VEX V5 Robotics Competition High Stakes,Other,None,Qualifier #44,2024-12-07T12:29:09-05:00,12,24,-12,-0.3333333333333333,L,blue,red,45133U,8823A,45434S,14323M
Highland County Classic: VEX V5 Robotics Competition High Stakes,Other,None,Qualifier #53,2024-12-07T13:00:59-05:00,13,3,10,0.625,W,red,red,45434S,14323J,45135D,45434N
Highland County Classic: VEX V5 Robotics Competition High Stakes,Other,None,R16 #7-1,2024-12-07T15:03:17-05:00,28,8,20,0.5555555555555556,W,blue,blue,7865B,8823U,45434S,7865F
Highland County Classic: VEX V5 Robotics Competition High Stakes,Other,None,QF #4-1,2024-12-07T15:29:01-05:00,25,36,-11,-0.18032786885245902,L,red,blue,45434S,7865F,45133K,8823M
Loveland Blended Event Qualifier: VEX V5 Robotics Competition High Stakes,Other,None,Qualifier #2,2024-12-14T09:42:33-05:00,22,18,4,0.1,W,red,red,9257E,45434S,98992C,45434W
Loveland Blended Event Qualifier: VEX V5 Robotics Competition High Stakes,Other,None,Qualifier #12,2024-12-14T10:31:55-05:00,20,31,-11,-0.21568627450980393,L,blue,red,338A,9257A,10565Z,45434S
Loveland Blended Event Qualifier: VEX V5 Robotics Competition High Stakes,Other,None,Qualifier #24,2024-12-14T11:33:40-05:00,17,21,-4,-0.10526315789473684,L,blue,red,45434A,8823J,9257Z,45434S
Loveland Blended Event Qualifier: VEX V5 Robotics Competition High Stakes,Other,None,Qualifier #45,2024-12-14T13:42:07-05:00,13,9,4,0.18181818181818182,W,red,red,81834B,45434S,8823U,97310B
Loveland Blended Event Qualifier: VEX V5 Robotics Competition High Stakes,Other,None,Qualifier #53,2024-12-14T14:29:31-05:00,21,28,-7,-0.14285714285714285,L,red,blue,45434S,98992A,97310C,10565C
Loveland Blended Event Qualifier: VEX V5 Robotics Competition High Stakes,Other,None,Qualifier #62,2024-12-14T15:05:11-05:00,19,16,3,0.08571428571428572,W,blue,blue,11254G,81834C,8823E,45434S
Beavercreek Robotics League: VEX V5 Robotics Competition High Stakes,Other,None,Qualifier #1,2025-02-06T18:33:17-05:00,27,6,21,0.6363636363636364,W,red,red,45133E,45434S,45432A,45432X
Beavercreek Robotics League: VEX V5 Robotics Competition High Stakes,Other,None,Qualifier #4,2025-02-06T18:58:34-05:00,22,13,9,0.2571428571428571,W,blue,blue,45434N,45434A,45434R,45434S
Beavercreek Robotics League: VEX V5 Robotics Competition High Stakes,Other,None,Qualifier #8,2025-02-06T19:27:37-05:00,24,22,2,0.043478260869565216,W,blue,blue,45432A,45434M,45434S,45434N
