Event Name,Event Type,Qualification,Match Name,Start Time,Team Score,Opponent Score,Winning Margin,Normalised Winning Margin,Verdict,Team Alliance,Winning Alliance,Red Team 1,Red Team 2,Blue Team 1,Blue Team 2
High Stakes Winter Classic at Mashpee Middle High School,Other,Event Region Championship,Qualifier #7,2025-01-04T11:04:07-05:00,32,20,12,0.23076923076923078,W,red,red,63857D,8889S,39045A,94802F
High Stakes Winter Classic at Mashpee Middle High School,Other,Event Region Championship,Qualifier #14,2025-01-04T11:52:27-05:00,20,30,-10,-0.2,L,red,blue,43440X,8889S,43440Y,92973A
High Stakes Winter Classic at Mashpee Middle High School,Other,Event Region Championship,Qualifier #26,2025-01-04T12:50:25-05:00,34,3,31,0.8378378378378378,W,blue,blue,63857K,71589B,8889S,63857G
High Stakes Winter Classic at Mashpee Middle High School,Other,Event Region Championship,Qualifier #50,2025-01-04T13:16:00-05:00,0,0,0,-1,D,red,Tie,39045B,8889S,8738B,63857E
High Stakes Winter Classic at Mashpee Middle High School,Other,Event Region Championship,Qualifier #38,2025-01-04T13:55:29-05:00,22,11,11,0.3333333333333333,W,red,red,39045D,8889S,496A,496E
High Stakes Winter Classic at Mashpee Middle High School,Other,Event Region Championship,Qualifier #44,2025-01-04T14:30:34-05:00,28,19,9,0.19148936170212766,W,blue,blue,94802A,12323C,8889S,43440Z
The Winter Classic at Abbott Lawrence Academy,Other,None,Qualifier #8,2025-01-18T10:20:10-05:00,37,2,35,0.8974358974358975,W,blue,blue,43440Y,817E,8889S,4716A
The Winter Classic at Abbott Lawrence Academy,Other,None,Qualifier #15,2025-01-18T10:49:18-05:00,37,0,37,1.0,W,blue,blue,8568S,10900Z,8889S,5313B
The Winter Classic at Abbott Lawrence Academy,Other,None,Qualifier #19,2025-01-18T11:04:43-05:00,17,3,14,0.7,W,red,red,8889S,817A,10900B,5313D
The Winter Classic at Abbott Lawrence Academy,Other,None,Qualifier #31,2025-01-18T12:50:26-05:00,38,9,29,0.6170212765957447,W,red,red,8889S,20203Z,43440X,817B
The Winter Classic at Abbott Lawrence Academy,Other,None,Qualifier #36,2025-01-18T13:11:28-05:00,27,23,4,0.08,W,red,red,8889S,81580A,24218A,4716C
The Winter Classic at Abbott Lawrence Academy,Other,None,Qualifier #41,2025-01-18T13:38:37-05:00,32,0,32,1.0,W,blue,blue,10900C,55550X,8889S,30906A
The Winter Classic at Abbott Lawrence Academy,Other,None,R16 #7-1,2025-01-18T15:37:13-05:00,29,3,26,0.8125,W,red,red,8889S,10190S,30906C,43440Z
The Winter Classic at Abbott Lawrence Academy,Other,None,QF #4-1,2025-01-18T16:12:07-05:00,17,21,-4,-0.10526315789473684,L,red,blue,8889S,10190S,4716A,4716C
North Andover High School V5RC High Stakes - HS Qualifier,Other,Event Region Championship,Qualifier #2,2025-01-25T09:43:17-05:00,46,0,46,1.0,W,red,red,8889S,8568B,83149A,697A
North Andover High School V5RC High Stakes - HS Qualifier,Other,Event Region Championship,Qualifier #15,2025-01-25T10:47:40-05:00,14,0,14,1.0,W,blue,blue,8568F,2621B,8889S,2621A
North Andover High School V5RC High Stakes - HS Qualifier,Other,Event Region Championship,Qualifier #32,2025-01-25T11:42:56-05:00,28,27,1,0.01818181818181818,W,red,red,8889B,8889S,12323C,25600S
North Andover High School V5RC High Stakes - HS Qualifier,Other,Event Region Championship,Qualifier #42,2025-01-25T12:43:42-05:00,11,39,-28,-0.56,L,blue,red,66659A,8889A,2602J,8889S
North Andover High School V5RC High Stakes - HS Qualifier,Other,Event Region Championship,Qualifier #62,2025-01-25T13:51:06-05:00,39,4,35,0.813953488372093,W,red,red,9228B,8889S,8568D,8568S
North Andover High School V5RC High Stakes - HS Qualifier,Other,Event Region Championship,Qualifier #69,2025-01-25T14:15:11-05:00,32,0,32,1.0,W,blue,blue,8568R,75575A,8889S,10190S
North Andover High School V5RC High Stakes - HS Qualifier,Other,Event Region Championship,R16 #7-1,2025-01-25T16:14:32-05:00,37,15,22,0.4230769230769231,W,red,red,8889S,8568C,8568B,817E
North Andover High School V5RC High Stakes - HS Qualifier,Other,Event Region Championship,QF #4-1,2025-01-25T16:37:35-05:00,31,19,12,0.24,W,red,red,8889S,8568C,99125Z,8568A
North Andover High School V5RC High Stakes - HS Qualifier,Other,Event Region Championship,SF #2-1,2025-01-25T16:55:08-05:00,41,23,18,0.28125,W,blue,blue,83149C,8889B,8889S,8568C
North Andover High School V5RC High Stakes - HS Qualifier,Other,Event Region Championship,Final #1-1,2025-01-25T17:14:12-05:00,36,39,-3,-0.04,L,blue,red,15797A,20203Z,8889S,8568C
LAUNCH VEX V5 Robotics Competition Signature Event: High School,Signature,None,Qualifier #5,2025-02-01T11:24:01-05:00,40,27,13,0.19402985074626866,W,blue,blue,2530A,6121C,2011A,8889S
LAUNCH VEX V5 Robotics Competition Signature Event: High School,Signature,None,Qualifier #20,2025-02-01T12:14:00-05:00,24,29,-5,-0.09433962264150944,L,blue,red,7316V,3145H,8889S,6277F
LAUNCH VEX V5 Robotics Competition Signature Event: High School,Signature,None,Qualifier #42,2025-02-01T14:10:13-05:00,22,5,17,0.6296296296296297,W,red,red,8889S,7316E,9185C,248A
LAUNCH VEX V5 Robotics Competition Signature Event: High School,Signature,None,Qualifier #63,2025-02-01T15:18:59-05:00,35,25,10,0.16666666666666666,W,red,red,8889S,48700X,7882W,53863H
LAUNCH VEX V5 Robotics Competition Signature Event: High School,Signature,None,Qualifier #84,2025-02-01T16:28:54-05:00,29,36,-7,-0.1076923076923077,L,blue,red,9185T,6403A,8889S,7882K
LAUNCH VEX V5 Robotics Competition Signature Event: High School,Signature,None,Qualifier #102,2025-02-01T17:25:46-05:00,26,25,1,0.0196078431372549,W,red,red,8889S,7316F,77788P,3223C
LAUNCH VEX V5 Robotics Competition Signature Event: High School,Signature,None,Qualifier #118,2025-02-02T08:56:52-05:00,39,22,17,0.2786885245901639,W,red,red,8889S,2796V,44691R,7580P
LAUNCH VEX V5 Robotics Competition Signature Event: High School,Signature,None,Qualifier #139,2025-02-02T10:06:16-05:00,49,13,36,0.5806451612903226,W,blue,blue,43779E,43779Z,8889S,6842V
LAUNCH VEX V5 Robotics Competition Signature Event: High School,Signature,None,Qualifier #168,2025-02-02T11:34:19-05:00,20,23,-3,-0.06976744186046512,L,blue,red,288C,7316R,8889S,248D
LAUNCH VEX V5 Robotics Competition Signature Event: High School,Signature,None,R16 #8-1,2025-02-02T14:38:28-05:00,14,37,-23,-0.45098039215686275,L,blue,red,2011K,2011J,8889S,16099C
Massachusetts VEX V5 High School State Championship,Regional,None,Qualifier #5,2025-02-22T11:05:53-05:00,28,40,-12,-0.17647058823529413,L,blue,red,1898A,9421W,25600V,8889S
Massachusetts VEX V5 High School State Championship,Regional,None,Qualifier #27,2025-02-22T12:35:41-05:00,41,19,22,0.36666666666666664,W,red,red,1898S,8889S,94802F,2008A
Massachusetts VEX V5 High School State Championship,Regional,None,Qualifier #44,2025-02-22T13:48:02-05:00,19,25,-6,-0.13636363636363635,L,red,blue,8889S,5313B,8568A,817A
Massachusetts VEX V5 High School State Championship,Regional,None,Qualifier #61,2025-02-22T14:44:44-05:00,33,41,-8,-0.10810810810810811,L,blue,red,10102A,15797A,8889S,9228C
Massachusetts VEX V5 High School State Championship,Regional,None,Qualifier #82,2025-02-22T15:59:33-05:00,44,18,26,0.41935483870967744,W,red,red,8889S,8889A,4716C,92973B
Massachusetts VEX V5 High School State Championship,Regional,None,Qualifier #94,2025-02-22T16:42:26-05:00,23,30,-7,-0.1320754716981132,L,red,blue,8889S,4716A,66659A,18884G
Massachusetts VEX V5 High School State Championship,Regional,None,Qualifier #105,2025-02-22T17:18:25-05:00,34,33,1,0.014925373134328358,W,blue,blue,99125Z,63857D,63264A,8889S
