Event Name,Event Type,Qualification,Match Name,Start Time,Team Score,Opponent Score,Winning Margin,Normalised Winning Margin,Verdict,Team Alliance,Winning Alliance,Red Team 1,Red Team 2,Blue Team 1,Blue Team 2
The Highlander Summit VEX V5 Robotics Competition Signature Event: High School,Signature,None,Qualifier #1,2024-09-21T13:18:17-04:00,32,13,19,0.4222222222222222,W,blue,blue,242X,119W,2072C,70407R
The Highlander Summit VEX V5 Robotics Competition Signature Event: High School,Signature,None,Qualifier #32,2024-09-21T13:55:01-04:00,6,32,-26,-0.6842105263157895,L,red,blue,242W,2072C,5249Z,2616K
The Highlander Summit VEX V5 Robotics Competition Signature Event: High School,Signature,None,R16 #4-1,2024-09-22T14:13:03-04:00,3,29,-26,-0.8125,L,blue,red,5150Z,2796V,2072X,2072C
Enginotic 6 V5RC Blended October Qualifier,Other,None,Qualifier #1,2024-10-20T09:56:49-04:00,7,13,-6,-0.3,L,red,blue,1575V,2072C,2072U,95332A
Enginotic 6 V5RC Blended October Qualifier,Other,None,Qualifier #6,2024-10-20T10:30:32-04:00,24,37,-13,-0.21311475409836064,L,blue,red,2072A,2072U,1575W,2072C
Enginotic 6 V5RC Blended October Qualifier,Other,None,Qualifier #12,2024-10-20T11:04:11-04:00,34,17,17,0.3333333333333333,W,blue,blue,95332A,46R,2072C,1575X
Enginotic 6 V5RC Blended October Qualifier,Other,None,Qualifier #14,2024-10-20T11:17:04-04:00,38,23,15,0.2459016393442623,W,red,red,1575X,2072C,2072X,1575V
Enginotic 6 V5RC Blended October Qualifier,Other,None,Qualifier #17,2024-10-20T11:36:55-04:00,35,31,4,0.06060606060606061,W,red,red,2072C,6096E,2072X,46R
Enginotic 6 V5RC Blended October Qualifier,Other,None,Qualifier #22,2024-10-20T13:10:25-04:00,31,24,7,0.12727272727272726,W,blue,blue,63975D,63975A,99157C,2072C
Enginotic 6 V5RC Blended October Qualifier,Other,None,Qualifier #28,2024-10-20T13:44:05-04:00,30,8,22,0.5789473684210527,W,blue,blue,1575K,1575W,2072C,61568A
Enginotic 6 V5RC Blended October Qualifier,Other,None,Qualifier #32,2024-10-20T14:04:19-04:00,25,3,22,0.7857142857142857,W,red,red,1575K,2072C,99157C,1575T
Enginotic 6 V5RC Blended October Qualifier,Other,None,QF #3-1,2024-10-20T14:49:06-04:00,37,6,31,0.7209302325581395,W,red,red,2072C,2072X,99157C,46R
Enginotic 6 V5RC Blended October Qualifier,Other,None,SF #2-1,2024-10-20T15:10:27-04:00,32,14,18,0.391304347826087,W,red,red,2072C,2072X,61568A,2072U
Enginotic 6 V5RC Blended October Qualifier,Other,None,Final #1-1,2024-10-20T15:30:23-04:00,27,28,-1,-0.01818181818181818,L,blue,red,2072A,63975D,2072C,2072X
Bruin in the Den V5RC: | Forest Park Blended Tournament,Other,None,Qualifier #6,2024-10-26T09:59:59-04:00,38,25,13,0.20634920634920634,W,red,red,2072A,2072C,71999A,84927B
Bruin in the Den V5RC: | Forest Park Blended Tournament,Other,None,Qualifier #13,2024-10-26T10:37:36-04:00,18,0,18,1.0,W,red,red,2072C,4303X,80208K,23301X
Bruin in the Den V5RC: | Forest Park Blended Tournament,Other,None,Qualifier #18,2024-10-26T11:00:33-04:00,29,0,29,1.0,W,blue,blue,84927A,23301Y,4303B,2072C
Bruin in the Den V5RC: | Forest Park Blended Tournament,Other,None,Qualifier #29,2024-10-26T11:45:19-04:00,24,28,-4,-0.07692307692307693,L,blue,red,2072U,99157B,2072C,23301W
Bruin in the Den V5RC: | Forest Park Blended Tournament,Other,None,R16 #5-1,2024-10-26T16:19:36-04:00,33,0,33,1.0,W,red,red,2072C,2872X,92315H,84927D
Bruin in the Den V5RC: | Forest Park Blended Tournament,Other,None,QF #3-1,2024-10-26T16:57:18-04:00,25,0,25,1.0,W,red,red,2072C,2872X,4303C,4303X
Bruin in the Den V5RC: | Forest Park Blended Tournament,Other,None,SF #2-1,2024-10-26T17:15:23-04:00,17,17,0,0.0,D,red,Tie,2072C,2872X,62961X,71999A
Bruin in the Den V5RC: | Forest Park Blended Tournament,Other,None,SF #2-2,2024-10-26T17:29:26-04:00,12,16,-4,-0.14285714285714285,L,red,blue,2072C,2872X,62961X,71999A
HAUNTED @ SLOSS VEX V5 Robotics Competition Signature Event: High School,Signature,None,Qualifier #17,2024-11-16T12:19:31-05:00,22,26,-4,-0.08333333333333333,L,blue,red,3131V,991E,33344A,2072C
HAUNTED @ SLOSS VEX V5 Robotics Competition Signature Event: High School,Signature,None,Qualifier #31,2024-11-16T13:07:59-05:00,30,38,-8,-0.11764705882352941,L,red,blue,2072C,15797A,74074Y,81218D
Battle of the Bridge V5RC - High School Tournament,Other,None,Qualifier #6,2024-12-14T10:23:02-05:00,28,23,5,0.09803921568627451,W,red,red,60023X,2072C,2072U,6603A
Battle of the Bridge V5RC - High School Tournament,Other,None,Qualifier #22,2024-12-14T11:56:51-05:00,12,28,-16,-0.4,L,red,blue,2072C,22192Z,2072A,6479B
Battle of the Bridge V5RC - High School Tournament,Other,None,Qualifier #34,2024-12-14T13:16:59-05:00,30,22,8,0.15384615384615385,W,blue,blue,20164B,20164J,1575X,2072C
Battle of the Bridge V5RC - High School Tournament,Other,None,R16 #7-1,2024-12-14T17:09:57-05:00,39,5,34,0.7727272727272727,W,red,red,2072X,2072C,1575Y,20164J
Battle of the Bridge V5RC - High School Tournament,Other,None,QF #4-1,2024-12-14T17:42:12-05:00,39,6,33,0.7333333333333333,W,red,red,2072X,2072C,1575X,1575K
Battle of the Bridge V5RC - High School Tournament,Other,None,SF #2-1,2024-12-14T18:06:03-05:00,39,23,16,0.25806451612903225,W,blue,blue,343X,2145Z,2072X,2072C
Battle of the Bridge V5RC - High School Tournament,Other,None,Final #1-1,2024-12-14T18:22:11-05:00,31,34,-3,-0.046153846153846156,L,blue,red,20164X,1575W,2072X,2072C
V5RC Seton Christmas Tournament (MS/HS),Other,None,Qualifier #2,2024-12-21T09:04:23-05:00,14,38,-24,-0.46153846153846156,L,blue,red,50805A,2833A,8113C,2072C
V5RC Seton Christmas Tournament (MS/HS),Other,None,Qualifier #11,2024-12-21T09:45:01-05:00,24,7,17,0.5483870967741935,W,red,red,46630A,2072C,2145X,12X
V5RC Seton Christmas Tournament (MS/HS),Other,None,Qualifier #22,2024-12-21T10:34:54-05:00,42,12,30,0.5555555555555556,W,blue,blue,92742A,2145Y,52427K,2072C
V5RC Seton Christmas Tournament (MS/HS),Other,None,R16 #2-1,2024-12-21T15:19:18-05:00,25,0,25,1.0,W,blue,blue,46N,2072U,2072C,2833A
V5RC Seton Christmas Tournament (MS/HS),Other,None,QF #1-1,2024-12-21T15:43:45-05:00,32,38,-6,-0.08571428571428572,L,blue,red,23382H,23382A,2072C,2833A
Sugar Rush VEX V5 Robotics Competition Signature Event: High School,Signature,None,Qualifier #7,2025-01-03T14:59:52-05:00,30,23,7,0.1320754716981132,W,red,red,2072C,255M,99157B,7405K
Sugar Rush VEX V5 Robotics Competition Signature Event: High School,Signature,None,Qualifier #25,2025-01-03T16:02:10-05:00,37,25,12,0.1935483870967742,W,red,red,929N,2072C,4478B,197B
Sugar Rush VEX V5 Robotics Competition Signature Event: High School,Signature,None,Qualifier #32,2025-01-03T16:27:37-05:00,39,20,19,0.3220338983050847,W,blue,blue,717A,6277D,2072C,91C
Sugar Rush VEX V5 Robotics Competition Signature Event: High School,Signature,None,R16 #2-1,2025-01-04T13:07:00-05:00,31,33,-2,-0.03125,L,blue,red,6277B,80708Y,2072C,119A
Potomac School V5RC Winter Classic (High School Only),Other,None,Qualifier #3,2025-01-18T09:19:10-05:00,37,12,25,0.5102040816326531,W,red,red,14294A,2072C,6603C,12A
Potomac School V5RC Winter Classic (High School Only),Other,None,Qualifier #21,2025-01-18T10:42:49-05:00,36,30,6,0.09090909090909091,W,red,red,2072C,343X,20164T,2068B
Potomac School V5RC Winter Classic (High School Only),Other,None,Qualifier #27,2025-01-18T11:12:37-05:00,34,11,23,0.5111111111111111,W,blue,blue,63975B,12X,6603A,2072C
Potomac School V5RC Winter Classic (High School Only),Other,None,R16 #4-1,2025-01-18T15:41:13-05:00,41,26,15,0.22388059701492538,W,red,red,50805H,2072C,2072U,12A
Potomac School V5RC Winter Classic (High School Only),Other,None,QF #2-1,2025-01-18T16:07:08-05:00,38,34,4,0.05555555555555555,W,blue,blue,343B,71999A,50805H,2072C
Potomac School V5RC Winter Classic (High School Only),Other,None,SF #1-1,2025-01-18T16:36:41-05:00,28,47,-19,-0.25333333333333335,L,blue,red,80708Y,2145Z,50805H,2072C
Gateway to the West VEX V5 Robotics Competition Signature Event: High School,Signature,None,Qualifier #8,2025-01-31T10:32:00-05:00,36,31,5,0.07462686567164178,W,blue,blue,46B,9451A,2072C,2145Z
Gateway to the West VEX V5 Robotics Competition Signature Event: High School,Signature,None,Qualifier #27,2025-01-31T11:32:18-05:00,26,46,-20,-0.2777777777777778,L,red,blue,12Y,2072C,81X,6210M
VT CRO-Down • High Stakes • V5RC • High/Middle School: Hosted by VT CRO in Blacksburg,Other,None,Qualifier #7,2025-02-08T11:04:58-05:00,22,22,0,0.0,D,red,Tie,23692A,2072C,9121B,70220A
VT CRO-Down • High Stakes • V5RC • High/Middle School: Hosted by VT CRO in Blacksburg,Other,None,Qualifier #13,2025-02-08T11:38:00-05:00,28,17,11,0.24444444444444444,W,blue,blue,4303C,99157B,2072C,4303A
VT CRO-Down • High Stakes • V5RC • High/Middle School: Hosted by VT CRO in Blacksburg,Other,None,Qualifier #18,2025-02-08T11:57:26-05:00,33,3,30,0.8333333333333334,W,blue,blue,46V,42075A,154D,2072C
VT CRO-Down • High Stakes • V5RC • High/Middle School: Hosted by VT CRO in Blacksburg,Other,None,Qualifier #32,2025-02-08T13:42:05-05:00,40,20,20,0.3333333333333333,W,red,red,50805Y,2072C,4303D,9121A
VT CRO-Down • High Stakes • V5RC • High/Middle School: Hosted by VT CRO in Blacksburg,Other,None,R16 #5-1,2025-02-08T17:03:29-05:00,42,0,42,1.0,W,red,red,12914X,2072C,9121B,9121A
VT CRO-Down • High Stakes • V5RC • High/Middle School: Hosted by VT CRO in Blacksburg,Other,None,QF #3-1,2025-02-08T17:36:28-05:00,29,22,7,0.13725490196078433,W,red,red,12914X,2072C,52427K,4303D
VT CRO-Down • High Stakes • V5RC • High/Middle School: Hosted by VT CRO in Blacksburg,Other,None,SF #2-1,2025-02-08T17:53:31-05:00,23,41,-18,-0.28125,L,red,blue,12914X,2072C,154D,50805H
Prowl at the Potomac | V5RC HS Tournament: Potomac V5RC HS Tournament,Other,Event Region Championship,Qualifier #4,2025-02-23T09:29:59-05:00,34,21,13,0.23636363636363636,W,blue,blue,4303D,79928A,9121A,2072C
Prowl at the Potomac | V5RC HS Tournament: Potomac V5RC HS Tournament,Other,Event Region Championship,Qualifier #14,2025-02-23T10:13:22-05:00,29,31,-2,-0.03333333333333333,L,blue,red,21454B,4303B,9883A,2072C
Prowl at the Potomac | V5RC HS Tournament: Potomac V5RC HS Tournament,Other,Event Region Championship,Qualifier #31,2025-02-23T11:26:21-05:00,32,15,17,0.3617021276595745,W,red,red,2072C,12B,4303Z,9883C
Prowl at the Potomac | V5RC HS Tournament: Potomac V5RC HS Tournament,Other,Event Region Championship,R16 #5-1,2025-02-23T16:18:01-05:00,36,22,14,0.2413793103448276,W,red,red,12Z,2072C,4303A,154A
Prowl at the Potomac | V5RC HS Tournament: Potomac V5RC HS Tournament,Other,Event Region Championship,QF #3-1,2025-02-23T16:43:59-05:00,25,27,-2,-0.038461538461538464,L,red,blue,12Z,2072C,4303B,12X
[NEW DATE] Enginotic 6 OWL Firehouse Classic,Other,None,Qualifier #8,2025-03-02T10:36:18-05:00,27,0,27,1.0,W,blue,blue,55134A,2072X,2072C,63975B
[NEW DATE] Enginotic 6 OWL Firehouse Classic,Other,None,Qualifier #13,2025-03-02T10:56:08-05:00,36,22,14,0.2413793103448276,W,red,red,2072C,929T,9901A,1575K
