Event Name,Event Type,Qualification,Match Name,Start Time,Team Score,Opponent Score,Winning Margin,Normalised Winning Margin,Verdict,Team Alliance,Winning Alliance,Red Team 1,Red Team 2,Blue Team 1,Blue Team 2
MSU Mankato High School VEX V5 Robotics Competition: V5RC HIGH SCHOOL,Other,None,Qualifier #9,2024-12-20T11:02:00-05:00,52,10,42,0.6774193548387096,W,blue,blue,8110Z,75548C,7192F,8110A
MSU Mankato High School VEX V5 Robotics Competition: V5RC HIGH SCHOOL,Other,None,Qualifier #21,2024-12-20T11:50:00-05:00,27,14,13,0.3170731707317073,W,blue,blue,98377J,99319A,7225C,7192F
MSU Mankato High School VEX V5 Robotics Competition: V5RC HIGH SCHOOL,Other,None,Qualifier #31,2024-12-20T13:29:49-05:00,33,24,9,0.15789473684210525,W,red,red,7192F,8110G,9457T,9457Y
MSU Mankato High School VEX V5 Robotics Competition: V5RC HIGH SCHOOL,Other,None,Qualifier #56,2024-12-20T15:09:45-05:00,32,34,-2,-0.030303030303030304,L,blue,red,7225T,9457Z,24118F,7192F
MSU Mankato High School VEX V5 Robotics Competition: V5RC HIGH SCHOOL,Other,None,R16 #4-1,2024-12-20T18:12:30-05:00,34,17,17,0.3333333333333333,W,red,red,7192F,25146D,75548C,9457S
MSU Mankato High School VEX V5 Robotics Competition: V5RC HIGH SCHOOL,Other,None,QF #2-1,2024-12-20T18:35:39-05:00,25,37,-12,-0.1935483870967742,L,blue,red,99319A,99319B,7192F,25146D
Tri-City United VEX V5 Robotics Tournament: Blended V5RC MS/HS,Other,Event Region Championship,Qualifier #7,2025-01-11T10:58:32-05:00,33,18,15,0.29411764705882354,W,blue,blue,99319D,62185B,7192F,7192G
Tri-City United VEX V5 Robotics Tournament: Blended V5RC MS/HS,Other,Event Region Championship,Qualifier #12,2025-01-11T11:24:56-05:00,15,37,-22,-0.4230769230769231,L,red,blue,7192F,3589E,772E,5805X
Tri-City United VEX V5 Robotics Tournament: Blended V5RC MS/HS,Other,Event Region Championship,Qualifier #19,2025-01-11T12:10:59-05:00,35,10,25,0.5555555555555556,W,blue,blue,3589A,99192A,75548B,7192F
Tri-City United VEX V5 Robotics Tournament: Blended V5RC MS/HS,Other,Event Region Championship,Qualifier #26,2025-01-11T12:43:11-05:00,42,0,42,1.0,W,red,red,24118F,7192F,3589H,3589D
Tri-City United VEX V5 Robotics Tournament: Blended V5RC MS/HS,Other,Event Region Championship,Qualifier #32,2025-01-11T14:05:57-05:00,39,26,13,0.2,W,red,red,7192F,33697A,75548J,62185A
Tri-City United VEX V5 Robotics Tournament: Blended V5RC MS/HS,Other,Event Region Championship,Qualifier #36,2025-01-11T14:22:01-05:00,32,10,22,0.5238095238095238,W,blue,blue,8110Z,5805A,7192F,17121A
Tri-City United VEX V5 Robotics Tournament: Blended V5RC MS/HS,Other,Event Region Championship,Qualifier #48,2025-01-11T15:12:24-05:00,21,2,19,0.8260869565217391,W,red,red,7192F,99192B,8110M,7192D
Tri-City United VEX V5 Robotics Tournament: Blended V5RC MS/HS,Other,Event Region Championship,QF #1-1,2025-01-11T16:10:39-05:00,42,26,16,0.23529411764705882,W,red,red,5805X,7192F,33697A,7192G
Tri-City United VEX V5 Robotics Tournament: Blended V5RC MS/HS,Other,Event Region Championship,SF #1-1,2025-01-11T16:34:52-05:00,47,13,34,0.5666666666666667,W,red,red,5805X,7192F,5805A,7192J
Tri-City United VEX V5 Robotics Tournament: Blended V5RC MS/HS,Other,Event Region Championship,Final #1-1,2025-01-11T17:01:07-05:00,21,12,9,0.2727272727272727,W,red,red,5805X,7192F,99319D,62185A
Kimball Area Schools Super Mega HS Tournament - High Stakes: VEX V5 Robotics Competition HS only event,Other,Event Region Championship,Qualifier #11,2025-01-25T11:17:29-05:00,23,23,0,0.0,D,red,Tie,13056C,7192F,99319B,91917A
Kimball Area Schools Super Mega HS Tournament - High Stakes: VEX V5 Robotics Competition HS only event,Other,Event Region Championship,Qualifier #18,2025-01-25T11:47:28-05:00,44,27,17,0.23943661971830985,W,blue,blue,1506B,9457Y,7192F,9457Z
Kimball Area Schools Super Mega HS Tournament - High Stakes: VEX V5 Robotics Competition HS only event,Other,Event Region Championship,Qualifier #36,2025-01-25T12:57:06-05:00,31,15,16,0.34782608695652173,W,blue,blue,739C,49304C,9210D,7192F
Kimball Area Schools Super Mega HS Tournament - High Stakes: VEX V5 Robotics Competition HS only event,Other,Event Region Championship,Qualifier #49,2025-01-25T14:05:51-05:00,41,0,41,1.0,W,red,red,7192F,9457S,98377X,49304B
Kimball Area Schools Super Mega HS Tournament - High Stakes: VEX V5 Robotics Competition HS only event,Other,Event Region Championship,Qualifier #56,2025-01-25T14:30:31-05:00,52,19,33,0.4647887323943662,W,red,red,7225F,7192F,9210A,95559C
Kimball Area Schools Super Mega HS Tournament - High Stakes: VEX V5 Robotics Competition HS only event,Other,Event Region Championship,R16 #1-1,2025-01-25T16:41:01-05:00,42,5,37,0.7872340425531915,W,red,red,7192F,7225F,9457T,9457R
Kimball Area Schools Super Mega HS Tournament - High Stakes: VEX V5 Robotics Competition HS only event,Other,Event Region Championship,QF #1-1,2025-01-25T17:13:44-05:00,38,32,6,0.08571428571428572,W,red,red,7192F,7225F,9457C,9457Z
Kimball Area Schools Super Mega HS Tournament - High Stakes: VEX V5 Robotics Competition HS only event,Other,Event Region Championship,SF #1-1,2025-01-25T17:32:20-05:00,32,32,0,0.0,D,red,Tie,7192F,7225F,99319E,13056C
Kimball Area Schools Super Mega HS Tournament - High Stakes: VEX V5 Robotics Competition HS only event,Other,Event Region Championship,SF #1-2,2025-01-25T17:42:44-05:00,39,13,26,0.5,W,red,red,7192F,7225F,99319E,13056C
Kimball Area Schools Super Mega HS Tournament - High Stakes: VEX V5 Robotics Competition HS only event,Other,Event Region Championship,Final #1-1,2025-01-25T17:56:14-05:00,26,16,10,0.23809523809523808,W,red,red,7192F,7225F,98377H,99319B
MN VEX V5 Robotics State Championship - High School: V5RC High School,Regional,World Championship,Qualifier #4,2025-02-27T19:04:34-05:00,44,28,16,0.2222222222222222,W,red,red,739A,7192F,5805X,24118F
MN VEX V5 Robotics State Championship - High School: V5RC High School,Regional,World Championship,Qualifier #17,2025-02-27T19:52:32-05:00,35,29,6,0.09375,W,blue,blue,8110C,3589A,8110T,7192F
MN VEX V5 Robotics State Championship - High School: V5RC High School,Regional,World Championship,Qualifier #41,2025-02-28T10:45:10-05:00,43,23,20,0.30303030303030304,W,red,red,7192F,1532F,17121A,7225F
MN VEX V5 Robotics State Championship - High School: V5RC High School,Regional,World Championship,Qualifier #50,2025-02-28T11:15:46-05:00,40,12,28,0.5384615384615384,W,blue,blue,99319E,72527Y,7192F,55301C
MN VEX V5 Robotics State Championship - High School: V5RC High School,Regional,World Championship,R16 #4-1,2025-02-28T17:38:40-05:00,37,28,9,0.13846153846153847,W,red,red,7192F,8110G,98377H,7225Z
MN VEX V5 Robotics State Championship - High School: V5RC High School,Regional,World Championship,QF #2-1,2025-02-28T18:02:52-05:00,29,18,11,0.23404255319148937,W,blue,blue,24118F,9821A,7192F,8110G
MN VEX V5 Robotics State Championship - High School: V5RC High School,Regional,World Championship,SF #1-1,2025-02-28T18:23:24-05:00,0,22,-22,-1.0,L,blue,red,8110C,8110W,7192F,8110G
2025 CREATE U.S. Open Robotics Tournament- V5RC High School: VEX V5 Robotics Competition HIGH SCHOOL,Other,None,Qualifier #9,2025-03-28T10:37:31-04:00,41,10,31,0.6078431372549019,W,blue,blue,119W,13444B,7192F,7862A
2025 CREATE U.S. Open Robotics Tournament- V5RC High School: VEX V5 Robotics Competition HIGH SCHOOL,Other,None,Qualifier #17,2025-03-28T11:12:48-04:00,3,33,-30,-0.8333333333333334,L,red,blue,7192F,316W,5631A,9784C
2025 CREATE U.S. Open Robotics Tournament- V5RC High School: VEX V5 Robotics Competition HIGH SCHOOL,Other,None,Qualifier #27,2025-03-28T12:06:49-04:00,39,28,11,0.16417910447761194,W,red,red,7192F,20785A,4405F,2501S
2025 CREATE U.S. Open Robotics Tournament- V5RC High School: VEX V5 Robotics Competition HIGH SCHOOL,Other,None,Qualifier #31,2025-03-28T12:28:46-04:00,17,37,-20,-0.37037037037037035,L,red,blue,99319D,7192F,1698V,3457F
2025 CREATE U.S. Open Robotics Tournament- V5RC High School: VEX V5 Robotics Competition HIGH SCHOOL,Other,None,Qualifier #36,2025-03-28T12:50:42-04:00,38,32,6,0.08571428571428572,W,blue,blue,68186A,2501S,7192F,2145Z
2025 CREATE U.S. Open Robotics Tournament- V5RC High School: VEX V5 Robotics Competition HIGH SCHOOL,Other,None,Qualifier #45,2025-03-28T14:55:22-04:00,28,15,13,0.3023255813953488,W,blue,blue,3134R,11777C,17901A,7192F
2025 CREATE U.S. Open Robotics Tournament- V5RC High School: VEX V5 Robotics Competition HIGH SCHOOL,Other,None,Qualifier #62,2025-03-28T16:13:49-04:00,33,37,-4,-0.05714285714285714,L,red,blue,7192F,98377H,2567F,9784C
2025 CREATE U.S. Open Robotics Tournament- V5RC High School: VEX V5 Robotics Competition HIGH SCHOOL,Other,None,Qualifier #66,2025-03-28T16:31:56-04:00,22,38,-16,-0.26666666666666666,L,blue,red,2145Z,7862A,7192F,82718E
2025 CREATE U.S. Open Robotics Tournament- V5RC High School: VEX V5 Robotics Competition HIGH SCHOOL,Other,None,R16 #2-1,2025-03-29T14:34:51-04:00,39,29,10,0.14705882352941177,W,red,red,31617Z,7192F,2501S,68186A
2025 CREATE U.S. Open Robotics Tournament- V5RC High School: VEX V5 Robotics Competition HIGH SCHOOL,Other,None,QF #1-1,2025-03-29T15:31:31-04:00,30,39,-9,-0.13043478260869565,L,blue,red,3134R,1698V,31617Z,7192F
