Event Name,Event Type,Qualification,Match Name,Start Time,Team Score,Opponent Score,Winning Margin,Normalised Winning Margin,Verdict,Team Alliance,Winning Alliance,Red Team 1,Red Team 2,Blue Team 1,Blue Team 2
Best in Southwest★FL ~ V5RC High Stakes,Other,None,Qualifier #38,2024-12-07T13:43:09-05:00,25,15,10,0.25,W,blue,blue,70260B,94Y,6293X,55139C
Best in Southwest★FL ~ V5RC High Stakes,Other,None,Qualifier #44,2024-12-07T14:08:37-05:00,0,19,-19,-1.0,L,blue,red,10101P,94S,41829A,6293X
Best in Southwest★FL ~ V5RC High Stakes,Other,None,Qualifier #53,2024-12-07T14:56:30-05:00,22,22,0,0.0,D,red,Tie,6293X,94K,41829C,7121A
Best in Southwest★FL ~ V5RC High Stakes,Other,None,R16 #4-1,2024-12-07T15:49:29-05:00,32,7,25,0.6410256410256411,W,red,red,6293X,7121E,94V,94A
Best in Southwest★FL ~ V5RC High Stakes,Other,None,QF #2-1,2024-12-07T16:25:27-05:00,29,30,-1,-0.01694915254237288,L,blue,red,7121A,94M,6293X,7121E
V5RC - HIGH STAKES AT THE SWAMP - NEW LOCATION @DILLARD HIGH: Middle School & High School teams Digital Notebook Submissions,Other,Event Region Championship,Qualifier #4,2025-01-18T10:53:47-05:00,34,33,1,0.014925373134328358,W,red,red,6293X,8336B,50810X,89250Z
V5RC - HIGH STAKES AT THE SWAMP - NEW LOCATION @DILLARD HIGH: Middle School & High School teams Digital Notebook Submissions,Other,Event Region Championship,Qualifier #17,2025-01-18T12:11:57-05:00,29,0,29,1.0,W,blue,blue,4330X,64410B,77788X,6293X
V5RC - HIGH STAKES AT THE SWAMP - NEW LOCATION @DILLARD HIGH: Middle School & High School teams Digital Notebook Submissions,Other,Event Region Championship,Qualifier #22,2025-01-18T13:59:34-05:00,45,24,21,0.30434782608695654,W,red,red,6293X,77788P,67671A,39792E
V5RC - HIGH STAKES AT THE SWAMP - NEW LOCATION @DILLARD HIGH: Middle School & High School teams Digital Notebook Submissions,Other,Event Region Championship,Qualifier #53,2025-01-18T14:11:00-05:00,0,0,0,-1,D,red,Tie,63544C,6293X,8336A,70260A
V5RC - HIGH STAKES AT THE SWAMP - NEW LOCATION @DILLARD HIGH: Middle School & High School teams Digital Notebook Submissions,Other,Event Region Championship,Qualifier #30,2025-01-18T14:32:18-05:00,23,26,-3,-0.061224489795918366,L,blue,red,89250X,11342C,63544A,6293X
V5RC - HIGH STAKES AT THE SWAMP - NEW LOCATION @DILLARD HIGH: Middle School & High School teams Digital Notebook Submissions,Other,Event Region Championship,Qualifier #64,2025-01-18T14:55:00-05:00,0,0,0,-1,D,blue,Tie,4154R,91524A,6293X,9393V
V5RC - HIGH STAKES AT THE SWAMP - NEW LOCATION @DILLARD HIGH: Middle School & High School teams Digital Notebook Submissions,Other,Event Region Championship,Qualifier #37,2025-01-18T15:14:23-05:00,35,6,29,0.7073170731707317,W,blue,blue,67309B,4330P,6293X,11342B
V5RC - HIGH STAKES AT THE SWAMP - NEW LOCATION @DILLARD HIGH: Middle School & High School teams Digital Notebook Submissions,Other,Event Region Championship,Qualifier #44,2025-01-18T15:54:34-05:00,39,6,33,0.7333333333333333,W,red,red,6293X,33395A,7391A,64410A
V5RC - HIGH STAKES AT THE SWAMP - NEW LOCATION @DILLARD HIGH: Middle School & High School teams Digital Notebook Submissions,Other,Event Region Championship,QF #4-1,2025-01-18T18:39:54-05:00,43,14,29,0.5087719298245614,W,red,red,6293X,89250Z,67671A,6293D
V5RC - HIGH STAKES AT THE SWAMP - NEW LOCATION @DILLARD HIGH: Middle School & High School teams Digital Notebook Submissions,Other,Event Region Championship,SF #2-1,2025-01-18T18:51:20-05:00,15,25,-10,-0.25,L,blue,red,4154R,50810X,6293X,89250Z
High Stakes @ University Technical Institute NEW LOCATION!!: High School & Middle School teams,Other,Event Region Championship,Qualifier #4,2025-02-09T10:33:08-05:00,39,14,25,0.4716981132075472,W,blue,blue,64410A,4330X,6293X,33395A
High Stakes @ University Technical Institute NEW LOCATION!!: High School & Middle School teams,Other,Event Region Championship,Qualifier #10,2025-02-09T11:04:11-05:00,30,7,23,0.6216216216216216,W,blue,blue,89798A,39792C,6293X,8336B
High Stakes @ University Technical Institute NEW LOCATION!!: High School & Middle School teams,Other,Event Region Championship,Qualifier #19,2025-02-09T11:50:52-05:00,49,19,30,0.4411764705882353,W,red,red,33418X,6293X,87619A,50810R
High Stakes @ University Technical Institute NEW LOCATION!!: High School & Middle School teams,Other,Event Region Championship,Qualifier #34,2025-02-09T13:37:34-05:00,36,2,34,0.8947368421052632,W,blue,blue,20944A,77788X,15826J,6293X
High Stakes @ University Technical Institute NEW LOCATION!!: High School & Middle School teams,Other,Event Region Championship,Qualifier #38,2025-02-09T13:53:53-05:00,34,31,3,0.046153846153846156,W,red,red,8336A,6293X,4330M,94W
High Stakes @ University Technical Institute NEW LOCATION!!: High School & Middle School teams,Other,Event Region Championship,Qualifier #46,2025-02-09T14:28:11-05:00,47,3,44,0.88,W,red,red,77788P,6293X,64410D,89250X
High Stakes @ University Technical Institute NEW LOCATION!!: High School & Middle School teams,Other,Event Region Championship,Qualifier #55,2025-02-09T15:08:26-05:00,26,12,14,0.3684210526315789,W,blue,blue,84359B,7121A,6293X,39792B
High Stakes @ University Technical Institute NEW LOCATION!!: High School & Middle School teams,Other,Event Region Championship,R16 #1-1,2025-02-09T16:32:11-05:00,50,9,41,0.6949152542372882,W,red,red,6293X,77788P,89798A,63059A
High Stakes @ University Technical Institute NEW LOCATION!!: High School & Middle School teams,Other,Event Region Championship,QF #1-1,2025-02-09T17:09:51-05:00,37,22,15,0.2542372881355932,W,red,red,6293X,77788P,33418X,33418A
High Stakes @ University Technical Institute NEW LOCATION!!: High School & Middle School teams,Other,Event Region Championship,SF #1-1,2025-02-09T17:33:19-05:00,42,16,26,0.4482758620689655,W,red,red,6293X,77788P,8336B,8336A
High Stakes @ University Technical Institute NEW LOCATION!!: High School & Middle School teams,Other,Event Region Championship,Final #1-1,2025-02-09T17:53:16-05:00,47,24,23,0.323943661971831,W,red,red,6293X,77788P,7121E,50810R
High Stakes Melee at McCarthy lX: VEX V5 Robotics Competition Tournament High School,Other,None,Qualifier #1,2025-02-16T09:08:13-05:00,35,37,-2,-0.027777777777777776,L,blue,red,11342C,11342B,6293X,39792C
High Stakes Melee at McCarthy lX: VEX V5 Robotics Competition Tournament High School,Other,None,Qualifier #8,2025-02-16T09:45:04-05:00,40,26,14,0.21212121212121213,W,red,red,6293X,39792B,10101P,8336Z
High Stakes Melee at McCarthy lX: VEX V5 Robotics Competition Tournament High School,Other,None,Qualifier #14,2025-02-16T10:13:42-05:00,41,8,33,0.673469387755102,W,blue,blue,619B,8336W,7121B,6293X
High Stakes Melee at McCarthy lX: VEX V5 Robotics Competition Tournament High School,Other,None,Qualifier #22,2025-02-16T11:00:32-05:00,30,33,-3,-0.047619047619047616,L,blue,red,89250X,10101F,6293Z,6293X
High Stakes Melee at McCarthy lX: VEX V5 Robotics Competition Tournament High School,Other,None,Qualifier #24,2025-02-16T11:12:26-05:00,57,3,54,0.9,W,red,red,15826J,6293X,7121F,7121A
High Stakes Melee at McCarthy lX: VEX V5 Robotics Competition Tournament High School,Other,None,Qualifier #30,2025-02-16T11:45:08-05:00,42,22,20,0.3125,W,red,red,8336Z,6293X,7121D,11342A
High Stakes Melee at McCarthy lX: VEX V5 Robotics Competition Tournament High School,Other,None,QF #4-1,2025-02-16T13:38:54-05:00,20,0,20,1.0,W,red,red,6293X,7121A,11342A,64411B
High Stakes Melee at McCarthy lX: VEX V5 Robotics Competition Tournament High School,Other,None,SF #2-1,2025-02-16T14:21:19-05:00,22,30,-8,-0.15384615384615385,L,blue,red,11342B,11342C,6293X,7121A
South Florida V5RC Regional Championship - High School Division,Regional,World Championship,Qualifier #2,2025-03-08T09:16:04-05:00,40,11,29,0.5686274509803921,W,blue,blue,10101F,4154R,6293X,89250X
South Florida V5RC Regional Championship - High School Division,Regional,World Championship,Qualifier #13,2025-03-08T10:05:21-05:00,30,24,6,0.1111111111111111,W,blue,blue,50810A,503A,6293X,50810R
South Florida V5RC Regional Championship - High School Division,Regional,World Championship,Qualifier #32,2025-03-08T11:33:02-05:00,40,26,14,0.21212121212121213,W,red,red,6293X,39792C,11342C,10101P
South Florida V5RC Regional Championship - High School Division,Regional,World Championship,Qualifier #40,2025-03-08T12:56:29-05:00,33,32,1,0.015384615384615385,W,red,red,33418Y,6293X,11342A,94Z
South Florida V5RC Regional Championship - High School Division,Regional,World Championship,Qualifier #54,2025-03-08T13:57:30-05:00,39,25,14,0.21875,W,blue,blue,6293Z,7121B,18019D,6293X
South Florida V5RC Regional Championship - High School Division,Regional,World Championship,Qualifier #66,2025-03-08T14:46:57-05:00,22,30,-8,-0.15384615384615385,L,red,blue,6293X,4330N,360X,7121E
South Florida V5RC Regional Championship - High School Division,Regional,World Championship,Qualifier #76,2025-03-08T15:31:29-05:00,31,37,-6,-0.08823529411764706,L,blue,red,4154S,33418X,6293X,34532A
South Florida V5RC Regional Championship - High School Division,Regional,World Championship,R16 #6-1,2025-03-08T17:51:19-05:00,48,21,27,0.391304347826087,W,blue,blue,94V,11342D,6293X,4154R
South Florida V5RC Regional Championship - High School Division,Regional,World Championship,QF #3-1,2025-03-08T18:13:33-05:00,33,16,17,0.3469387755102041,W,blue,blue,7121B,360X,6293X,4154R
South Florida V5RC Regional Championship - High School Division,Regional,World Championship,SF #2-1,2025-03-08T18:41:30-05:00,47,20,27,0.40298507462686567,W,red,red,6293X,4154R,39792D,4154E
South Florida V5RC Regional Championship - High School Division,Regional,World Championship,Final #1-1,2025-03-08T18:53:19-05:00,33,12,21,0.4666666666666667,W,blue,blue,77788P,18019C,6293X,4154R
South Florida V5RC Regional Championship - High School Division,Regional,World Championship,Final #1-2,2025-03-08T19:05:32-05:00,43,22,21,0.3230769230769231,W,blue,blue,77788P,18019C,6293X,4154R
