Event Name,Event Type,Qualification,Match Name,Start Time,Team Score,Opponent Score,Winning Margin,Normalised Winning Margin,Verdict,Team Alliance,Winning Alliance,Red Team 1,Red Team 2,Blue Team 1,Blue Team 2
Torneo Regional de Robotica VEX Zona Noreste - UASLP - VRC,Other,None,Qualifier #2,2024-11-16T13:44:24-05:00,3,10,-7,-0.5384615384615384,L,red,blue,1674A,59162A,6109C,8630A
Torneo Regional de Robotica VEX Zona Noreste - UASLP - VRC,Other,None,Qualifier #3,2024-11-16T13:52:20-05:00,7,3,4,0.4,W,blue,blue,8630B,59162A,1674A,8047F
Torneo Regional de Robotica VEX Zona Noreste - UASLP - VRC,Other,None,Qualifier #4,2024-11-16T14:07:12-05:00,10,13,-3,-0.13043478260869565,L,blue,red,8630A,6109C,59162A,1674A
Torneo Regional de Robotica VEX Zona Noreste - UASLP - VRC,Other,None,Qualifier #6,2024-11-16T14:40:09-05:00,5,25,-20,-0.6666666666666666,L,red,blue,1674A,8630A,8630B,8047F
Torneo Regional de Robotica VEX Zona Noreste - UASLP - VRC,Other,None,Qualifier #7,2024-11-16T14:53:25-05:00,14,12,2,0.07692307692307693,W,blue,blue,6109C,59162A,1674A,8047F
Torneo Regional de Robotica VEX Zona Noreste - UASLP - VRC,Other,None,Qualifier #9,2024-11-16T16:36:31-05:00,23,3,20,0.7692307692307693,W,red,red,8047F,1674A,8630A,8630B
Torneo Regional de Robotica VEX Zona Noreste - UASLP - VRC,Other,None,Qualifier #11,2024-11-16T16:59:21-05:00,29,13,16,0.38095238095238093,W,red,red,1674A,8047F,6109C,8630B
Torneo Regional de Robotica VEX Zona Noreste - UASLP - VRC,Other,None,Qualifier #12,2024-11-16T17:08:21-05:00,21,12,9,0.2727272727272727,W,blue,blue,8630A,59162A,1674A,8047F
Torneo Regional de Robotica VEX Zona Noreste - UASLP - VRC,Other,None,Qualifier #13,2024-11-16T17:17:48-05:00,4,36,-32,-0.8,L,red,blue,8630B,1674A,6109C,8047F
Torneo Regional de Robotica VEX Zona Noreste - UASLP - VRC,Other,None,Qualifier #15,2024-11-16T17:41:23-05:00,10,3,7,0.5384615384615384,W,blue,blue,8630B,8630A,1674A,59162A
Torneo Regional de Robotica VEX Zona Noreste - UASLP - VRC,Other,None,Qualifier #17,2024-11-16T18:11:37-05:00,16,0,16,1.0,W,red,red,1674A,6109C,8630A,8630B
Torneo Regional de Robotica VEX Zona Noreste - UASLP - VRC,Other,None,Qualifier #18,2024-11-16T18:22:48-05:00,22,7,15,0.5172413793103449,W,red,red,8047F,1674A,8630A,59162A
Torneo Regional de Robotica VEX Zona Noreste - UASLP - VRC,Other,None,Qualifier #19,2024-11-16T18:32:50-05:00,18,6,12,0.5,W,blue,blue,8630B,59162A,1674A,6109C
Torneo Regional de Robotica VEX Zona Noreste - UASLP - VRC,Other,None,Qualifier #20,2024-11-16T18:42:04-05:00,4,20,-16,-0.6666666666666666,L,blue,red,8047F,8630A,1674A,6109C
Torneo Regional de Robotica VEX Zona Noreste - UASLP - VRC,Other,None,SF #2-1,2024-11-16T19:12:21-05:00,9,6,3,0.2,W,red,red,1674A,59162A,8630A,8630B
Torneo Regional de Robotica VEX Zona Noreste - UASLP - VRC,Other,None,Final #1-1,2024-11-16T19:24:36-05:00,6,35,-29,-0.7073170731707317,L,blue,red,8047F,6109C,1674A,59162A
Torneo Regional de Robotica VEX Zona Noreste - UASLP - VRC,Other,None,Final #1-2,2024-11-16T19:37:29-05:00,6,27,-21,-0.6363636363636364,L,blue,red,8047F,6109C,1674A,59162A
3er. Campeonato Internacional de la Frontera Norte: High School VEX V5 Robotics Comeptition Signature Event,Signature,None,Qualifier #1,2024-12-03T18:39:17-05:00,18,21,-3,-0.07692307692307693,L,red,blue,99153A,1674A,9727B,97673W
3er. Campeonato Internacional de la Frontera Norte: High School VEX V5 Robotics Comeptition Signature Event,Signature,None,Qualifier #12,2024-12-03T20:04:19-05:00,6,13,-7,-0.3684210526315789,L,blue,red,81422C,34857A,1674A,65286A
3er. Campeonato Internacional de la Frontera Norte: High School VEX V5 Robotics Comeptition Signature Event,Signature,None,Qualifier #17,2024-12-03T20:58:05-05:00,10,12,-2,-0.09090909090909091,L,red,blue,1674A,81422A,57709A,1860B
3er. Campeonato Internacional de la Frontera Norte: High School VEX V5 Robotics Comeptition Signature Event,Signature,None,Qualifier #20,2024-12-03T21:28:01-05:00,0,29,-29,-1.0,L,blue,red,57709J,2144A,1674A,57709C
3er. Campeonato Internacional de la Frontera Norte: High School VEX V5 Robotics Comeptition Signature Event,Signature,None,Qualifier #27,2024-12-04T10:59:37-05:00,9,22,-13,-0.41935483870967744,L,blue,red,99153Z,97673Y,9727B,1674A
3er. Campeonato Internacional de la Frontera Norte: High School VEX V5 Robotics Comeptition Signature Event,Signature,None,Qualifier #34,2024-12-04T12:35:49-05:00,7,24,-17,-0.5483870967741935,L,red,blue,1674A,57709C,99153U,8047F
3er. Campeonato Internacional de la Frontera Norte: High School VEX V5 Robotics Comeptition Signature Event,Signature,None,Qualifier #41,2024-12-04T13:48:57-05:00,7,10,-3,-0.17647058823529413,L,red,blue,1674A,99153Z,57709G,13118A
16vo.Campeonato Nacional de Robótica y Habilidades STEM,Regional,World Championship,Qualifier #2,2025-02-27T12:07:59-05:00,13,20,-7,-0.21212121212121213,L,red,blue,1674A,13658J,17612M,12338A
16vo.Campeonato Nacional de Robótica y Habilidades STEM,Regional,World Championship,Qualifier #10,2025-02-27T12:43:03-05:00,22,0,22,1.0,W,blue,blue,32861A,12338A,99153X,1674A
16vo.Campeonato Nacional de Robótica y Habilidades STEM,Regional,World Championship,Qualifier #20,2025-02-27T13:22:32-05:00,12,0,12,1.0,W,red,red,32861B,1674A,77353A,77353N
16vo.Campeonato Nacional de Robótica y Habilidades STEM,Regional,World Championship,Qualifier #28,2025-02-27T14:03:15-05:00,15,17,-2,-0.0625,L,blue,red,8047F,84271A,77353A,1674A
16vo.Campeonato Nacional de Robótica y Habilidades STEM,Regional,World Championship,Qualifier #35,2025-02-27T14:24:14-05:00,15,34,-19,-0.3877551020408163,L,red,blue,3774M,1674A,60924A,3774Z
16vo.Campeonato Nacional de Robótica y Habilidades STEM,Regional,World Championship,Qualifier #41,2025-02-27T15:03:22-05:00,12,36,-24,-0.5,L,blue,red,97673Z,13658J,77353N,1674A
16vo.Campeonato Nacional de Robótica y Habilidades STEM,Regional,World Championship,Qualifier #47,2025-02-27T16:27:31-05:00,3,29,-26,-0.8125,L,red,blue,9727A,1674A,97673X,6109C
16vo.Campeonato Nacional de Robótica y Habilidades STEM,Regional,World Championship,Qualifier #55,2025-02-27T17:08:37-05:00,9,28,-19,-0.5135135135135135,L,blue,red,36298A,3774M,1674A,9727B
16vo.Campeonato Nacional de Robótica y Habilidades STEM,Regional,World Championship,Qualifier #61,2025-02-28T09:11:14-05:00,16,10,6,0.23076923076923078,W,red,red,99153A,1674A,79119A,8630B
16vo.Campeonato Nacional de Robótica y Habilidades STEM,Regional,World Championship,Qualifier #66,2025-02-28T09:28:33-05:00,13,27,-14,-0.35,L,blue,red,40349J,34857B,1674A,59162A
